ID	Text	Labels	words	sents	numbers	unknowns	punctuation	year	Gender
C575.399	Hi	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C1040.7	"হুজুর ভাই একলাখ মুসলমান যদি খারাপ হয় ? সেখানে একজন হিন্দু ভাই খারাপ হতেই পারে?
আর আপনার কথা গুলোর মধ্যেই বেশির ভাগই মিথ্যা কথা???"	(CAG,NGEN,COM)	50	3	0	34	3	0	NGEN
C95.250	Ekaijei skthusa	(OAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C575.510	Bahut sahi uncle ji	(NAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C130.3	"YARE KO!!! Noi aduwai kollup ki chatnabi se eina masak munna khnglabane!  
Nupi na mawa hnjin hnjin naiba.  
Nupa na nupi makhal makhal louba.  
Noi aduwai do angang oirikanda POLIO hidak pithakpada “EKAIBA KHNGNABA” hidak
amaga supplementary oina thadaba yadrabane.  
  
Pung 11 da hougatlaga pung 1 hotel tann na breakfast touba, sumang da
tulasibong faoba leitaba noidi VIRUS ne society asigi.  
  
Noibu louriba nupa duda noi noigi body adu nattabida atei kari piba
ngamjabage?  
Migi macha aduda lousing gyan, houna lonchat, chaokhatpa lambi da pubiba
ngmbro?  
  
Noi kharana NAGAMAPAL se loina chingtharabane. Second 5 fana mobile thadokpa
ngmdaba noina migi emung kaya thugaige hairino??  
  
Macha 3 suraba Biswajit na nggumba nupi koiraga hundoktradi Puja Elangbam
koirudro?"	(OAG,GEN,COM)	112	11	4	0	16	0	GEN
C575.695.1	My.Dear.Jay.Bhim.Namo.Budha.Jay.Sanbidhan.Jay.jwan.jay.Kisan.Apni.Awaj.Buland.karo.ok.	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
1278696861	pakistan 223/8 (45.0 ovr) misbah 67* - #target_301 - #indvspak shukrola langave mungchar 4:22 pm	(NAG,NGEN,NCOM)	7	1	4	0	6	0	NGEN
C1035.215	😁😁😁😁😁😁	(NAG,NGEN,NCOM)	0	1	0	6	0	0	NGEN
C33.21	"Eikhoi Manipur Meitei Echin Enao sing se Sha Kei Nongsha singdei henna
minungshi chendre asengba tugatchei22222 Me bu suk thina fubiba hwnabro Ahal
laman, Police achouba luchingba me kasi anta leinadra jaatla esa2 esagi
khushina loina twrage paallage khallabo Meoibagi punshi hyc yaam taangbni
shikhra matungda amak halkkadba ntte fjana taakpiba tambiba yai soikhibadu
fjana hynaraga gyn loina tanabani ko as ngyte cgi video c yengbada kapninggi
Tuu maal yungkhatli"	(CAG,NGEN,NCOM)	70	1	2	0	1	0	NGEN
C577.12	"Latest statement by tirendra tau- we were amarican colonist for 200 years..
🤣🤣🤣"	(NAG,NGEN,NCOM)	11	3	1	3	3	0	NGEN
C575.368	"तुम अच्छा काम करो ना साला क्यों गाली खाओगे घटिया काम करोगे तो गाली नहीं तो
चप्पल से मार खाना पड़ेगा बीजेपी वाले बहुत बेकार हो गए हैं"	(OAG,NGEN,NCOM)	49	1	0	45	0	0	NGEN
1245292957256667136	सारी दुनिया में #corona चाहे चमगादड से आया हो लेकिन मेरे देश में #Muslims से आया👈😈 #MuslimVirus #IslamicRepublicVirus #IslamicCoronaJehad #CoronaJihad #TablighiJamaat #TablighiJamatVirus #IndiaFightsCorona #CoronavirusOutbreak	(OAG,NGEN,COM)	23	1	0	24	0	0	NGEN
C1040.331	শেষ তো হবি ডানডি তোরা তোরার সময় শেষ	(CAG,NGEN,NCOM)	14	1	0	10	0	0	NGEN
C1039.58	koto ar chatbi	(OAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C101.955	"EI YENGBA HOUDRI ADO TIKEN GA BIJOY YAORKPASIDA NOKNINGBANA LOIRE...  
SK ANISE KHUPAK NA MAMAI SINGSIDA NPPADI NUNGANI!  
YENGBA HOURAGE ADUGA MAKHA TARKKE"	(CAG,NGEN,NCOM)	23	3	0	0	2	0	NGEN
C55.127	Oi khanki magi r bacha k mere deya dorker	(OAG,GEN,NCOM)	9	1	0	0	0	0	GEN
C101.717	"Meegi keno chaaba.... Mapu Ningba .... Pokpada haraodaba shibada kapningda
meeyaan manba mee yammna leireko KANGLEIPAK se.. party animak Khijare.."	(CAG,NGEN,NCOM)	19	6	0	0	6	0	NGEN
C8.15395	"if u guys are gonna be so retarded then there's no use...it's a movie for gods
sake they aren't telling u to do such stuff nor promote it they are just
portraying a story . try to appreciate change everu fucking bollywood movie
hero is a good guy and i'm sick and tired of it..finally there's a evil guy at
the focal point and u guys have a problem what's the use of directors trying
to bring up new concepts..if u guys keep criticising it.."	(CAG,GEN,NCOM)	87	7	0	0	8	0	GEN
1244958764026871808	2 min. Silence for those who told corona will not effected by doing 5 time namaz. Kya hua allah kaam nahi aaya. Terrorism has a religion. #COVID2019india #कोरोना_जिहाद #MuslimVirus	(OAG,NGEN,COM)	24	5	2	0	4	0	NGEN
C579.739	"All of u who Say Nehru as ""kutta"" don't know about the history of INDIA , he
had given as IIT, AIIMS, ISRO and many institutes and focused on science .
This video is misleading the true facts of India."	(CAG,NGEN,COM)	38	2	0	0	7	0	NGEN
C575.703	"Must be punished, they think themselves to uncrowned kings, and sexually
exploit women. This is indian character."	(OAG,NGEN,NCOM)	17	2	0	0	4	0	NGEN
C101.110	"raj su mana ngangningbdo haihounbana gri2 houna2 nganghounba hotnba aduga
lakpiriba 4 sisu chp mana na assss hhhhh yam nungai"	(NAG,NGEN,NCOM)	19	1	3	0	0	0	NGEN
C130.175.1	Hntk kini	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
1278696278	cala... #beefban cya nimittane ka hoina pana #maharashtra tremda jhala... ata lavakaraca #gudhipadava pana yeila... #marathi	(NAG,NGEN,NCOM)	12	1	0	0	3	0	NGEN
C575.66	"न्यूज़ वाले तुम सुनो गवर्नमेंट का खा रहे हैं और उसी की तो नाम ही कर रहे हैं
पैसों के टट्टू तुम लोगों ने देश को खोखला कर दिया है तुम ज्यादा गरीब हो बाकी
गरीब नहीं है अगर तुम इतने अकलमंद हो तो देश के प्रधानमंत्री बन जाओ नैना बीजेपी
का हूं कांकरेज कॉउ ना मैं आपके उल्लू के पट्ठे का हूं मगर सोच समझ कर बात किया
करो तुम अपने परिवार को नहीं संभाल सकते हैं और जो मनुष्य है या प्रधानमंत्री है
अपने देश को संभाला है बहुत गलत आपकी रख न्यूज़ है यामा दूदू"	(OAG,NGEN,NCOM)	157	1	0	136	0	0	NGEN
C577.130	Cm ji ne bilkul sahi kaha. Jinko acha na lage woh mc nangay hokar ghume....	(OAG,GEN,NCOM)	15	2	0	0	2	0	GEN
C579.54	He was Ghaisuddin not Pandit Jawaharlal Nehru	(OAG,NGEN,COM)	7	1	0	0	0	0	NGEN
C577.273	Bjp की बात है तो मुहमे कटा ---माइक लेके फौरन आओगे	(OAG,NGEN,NCOM)	16	1	0	12	3	0	NGEN
C95.334	Mayai thngbase ym yengningdre	(CAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C61.816	randi madarchod	(OAG,GEN,NCOM)	2	1	0	0	0	0	GEN
C1039.163	Astro dhoreche thik koreche...eto lafalafir ki ache..moharam er samoy ki ora haath e lollypop dhore ki?Jai Shri ram...	(OAG,NGEN,NCOM)	21	4	0	0	5	0	NGEN
C1040.182	ওরে জবাই করে দেয়া হউক।কোন ক্ষমা নাই ওর।	(OAG,NGEN,NCOM)	14	1	0	11	0	0	NGEN
C575.79	Aisi khabar ko to chhupa lete hain BJP wale	(OAG,NGEN,NCOM)	9	1	0	0	0	0	NGEN
C95.39	"Meitei pangal or pangal chap mane. Khudum oena meetei bamom . Hieriba kanglup
Meitei yanjan kanlupni. Pangal kaurasu yai meitei eikhoe yetloe. Jalal yam
communal oeba herum khuding da meitei yaning daba statement indirectly tauba
eikhoe khangi.Muslim leibak semba pamba IS gi wakhal chenba mini .Mahak
mapalgi muslim yaukhatpa mioni,mahakki ethinic identity lehte. Mahak CAB lonna
support tauba khangi. Maagi qualification kayano lierik kayam paba mino. IS ki
wakhal chenba mi Mawa laude . We support pangal or meitei pangal."	(CAG,NGEN,NCOM)	80	11	0	0	12	0	NGEN
C575.377	HARUN KHAN KUNDERA जिला सवाई माधोपुर राजस्थान	(NAG,NGEN,NCOM)	15	1	0	9	0	0	NGEN
C575.474	Guod	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C101.137	Hoironggi meitei hindu ro taningde..horonggi govindaji ro	(CAG,NGEN,NCOM)	8	3	0	0	2	0	NGEN
C19.82	"Bhosdike review de rha hai ya movie ki story bta rha hai ..........Agar review
Dena nahi aata hai to BC mat de na paise ke liye kuch bhi karega mc"	(OAG,GEN,NCOM)	30	2	0	0	1	0	GEN
C1040.60	সাহস থাকলে তুই আয় ধংস করতে তোর বাল ছিড়ড়া কুওারে খাওয়াইবো হেফাজত	(OAG,NGEN,NCOM)	25	1	0	18	0	0	NGEN
facebook_corpus_msr_857701	"
E soch sirf bhakto ki hai
"	(OAG,NGEN,NCOM)	6	1	0	0	0	0	NGEN
C1039.229	2019 Por To Kichu Korte parbe na! Tai Bacchader Ektu Barabari Korte Din. 2020 te Sobar Dana oi Trisul Diye Kete, Boro Matha Gulo Bete .... Ghore Dekhea dewa Hobe!!	(OAG,NGEN,NCOM)	27	4	0	0	5	2	NGEN
C8.1256	"**suchitra cartoon woman. well, first of all, this is a film, a craft, an art
form, not a documentary.. an art form could be of anything, any fucking
thing.. if society has i spit on your grave kind of movies, this kabir singh
is not even a speck in front of that, being said that, there are real rapists
all around in this country, in the garb of doctors, bosses, rickshaw drivers
etc, so every doctor doesn 't become a rapist, similarly if theres a character
of doctor played by the actor, then its his personal personality, it doesn't
have to do with heroism or patriotism or feminist or misogyny or anything!! a
character (not hero, which is low grade though of indian people that films
have a hero) a protagonist is does not mean a hero.. thats a childish
consideration , heroes are in marvel or either soldiers. these films only has
actors!! so an actor can be of any fucking kind, a drug addict, a womanizer, a
smoker a boxer a playboy.. any fucking thing.. there is no any thumb rule that
the protagonist has to be only the rahul or raj from ddlj, by the way raj was
a womanizer too! but that didn't bother these low life bitches.. and if they
say films promote misogyny, and preaches bad stuff and people become like
that, then god save the world from these dumb bitches and rajeev masand... in
short a character , an art can be anything, if a character is anti women,
thats his personality, women cannot change anyone's personality in the name of
misogyny, fuck off... and go back to school**"	(OAG,GEN,NCOM)	274	18	0	0	55	0	GEN
1246014959806373888	@narendramodi @myogiadityanath @MoHFW_INDIA #IndiaFightsCorona @realDonaldTrump  China won against Covid19 bcz they have to defeat only Corona virus.  But sadly we have to defeat Corona virus and more danger than this #MuslimVirus  #BoycottMuslims	(OAG,NGEN,COM)	25	2	1	0	1	0	NGEN
facebook_corpus_msr_1563608	People mad cuz Israel doing what they have every right to do....🤔	(CAG,NGEN,NCOM)	12	1	0	1	1	0	NGEN
C579.331.2	Agree	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C55.102	Cela manush na magi manush?	(OAG,GEN,NCOM)	5	1	0	0	1	0	GEN
C108.27	"Chtlu2 kyde khr leirga ,,,,,kei oini minai oini bag yan bgi mhut borakhao yani
ni"	(CAG,GEN,NCOM)	15	1	1	0	3	0	GEN
C1031.3	Agiye cholo aamra aachhi	(NAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C65.417	পরি ছবি না করে পতিতা পারায় যাক	(OAG,GEN,NCOM)	11	1	0	9	0	0	GEN
C579.35.1	Lauda nehru	(OAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
facebook_corpus_msr_1987973	Is this news #indianexpress	(NAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C101.528	MPCC vs BJP amata pamdre	(CAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
1251450442569052160	#MuslimVirus are not problem in #fightagainstcorona  in india but in Pakistan as as well...so problem is in the #religious teaching of #Islam.#Quran teach hatred against other religion and for that #mullahs keep muslim uneducated...islam is the #Devil  religion...#Quran is source	(OAG,NGEN,COM)	36	2	0	0	4	0	NGEN
C579.108	"Are BC bina sources ke kuch bhi boek ja rhi hai lol isse zyada fake news nhi
dekhi aaj tak"	(OAG,NGEN,NCOM)	20	1	0	0	0	0	NGEN
1247899136071884800	@Syeddmk @ANI Because Masjid se #coronavirus nikalta hai, everyone knows the source of #MuslimVirus	(OAG,NGEN,COM)	10	1	0	0	1	0	NGEN
1245993117670461440	What ever you can have only for #Jihadis and #MuslimVirus	(OAG,NGEN,COM)	8	1	0	0	0	0	NGEN
1278695956	@anjanaomkashyap @iam_prerna @pendharkarrahul bhrastachar ke janaze ko kandha dene ke liye 4 hi kaafi hai !! #aapsweep	(NAG,NGEN,NCOM)	11	2	1	0	1	0	NGEN
C65.66	বেশ্যা	(OAG,GEN,NCOM)	3	1	0	3	0	0	GEN
C579.654	Jitne bhi Gandhi Parivar ke saale bhosdi ke Sab Ko Pakistan bhej dena chahi	(OAG,NGEN,NCOM)	14	1	0	0	0	0	NGEN
C115.34	"Meitei go merger agreement da chingi lam machet ama phao yaode haibase
khangdaba mallen"	(CAG,NGEN,COM)	14	1	0	0	0	0	NGEN
C115.36	"Meitei machakhei drug ta laichuraga, nupigi dress sennaraga, lupa 200 da
ngaoringei, harao kumhei da festival mayamda ngaoraga leiringei mikap
thoklakpada nasagi nayumdi mina munkhrani MINAI OIBA SOIRAROI."	(OAG,NGEN,NCOM)	27	1	1	0	4	0	NGEN
C41.433.1	"homosexuality is a disorder, created by a warped cognition.  
  
humans evolved with specific emotions and organs with a goal in mind. for
instance, males developed penises for reproduction. how does nature encourage
one to reproduce? sexual attraction. how does nature encourage one to
reproduce again after already done so? sexual pleasure that releases dopamine
that happens after release of sperm or female orgasm.  
  
other forms of love exist just to develop social bonds which creates a herd
group since humans are social animals. males and females were not meant to
have sex with the same sex. friendship? yes. sex in the butt or fingering? no.  
  
homosexuals that still have vaginas and penises are going against their
natural evolution and experience feelings that are abnormal in how nature
intended. biology isn't perfect (yes, psychology is biology with behaviorism).  
  
it's a disorder through and through. doesnt matter if it hurts the individual
or not. a disorder is whenever your emotions are out of balance or do not
serve their purpose."	(OAG,GEN,NCOM)	168	18	0	0	22	0	GEN
C59.1239	Pakka khanki magi .. ranu	(OAG,GEN,NCOM)	4	3	0	0	2	0	GEN
C7.867	"Liberal + gandu = librandu  
In chuti o ko me rula u nga👺👺👺"	(OAG,GEN,NCOM)	11	1	0	3	2	0	GEN
C579.410	"नेहरू के संबंध इस महिला कि मम्मी से भी थे जिसने इस वीडियो मे आवाज देकर झूठ और
नफरत फैलाई है, जबकि नेहरु को बदनाम करने या गलत साबित करने से कोई फायदा नही,
नेहरु उस जमाने के पड़े लिखे मार्डन तथा वैज्ञानिक दृष्टिकोण रखने वाले उन चंद
लोगों मे से एक थे जो उस जमाने के भारत को सँवारने के लिए अत्यंत उचित और बेहद
जरुरी थे इससे कोई फर्क नही पड़ता नेहरु कौन सी सिगरेट पीते थे या कितनी महिला
मित्रों से जुड़े थे फर्क इससे पड़ता है नेहरु ने भारत को कितने IITs दिए कितने
रिसर्च सेंटर दिए, दुनिया के सर्वश्रेष्ठ संविधान को मान्यता दी, लोगों को
अंधविश्वास से निकालकर वैज्ञानिक युग मे लाना चाहा और भी बहुत कुछ, 
भारत देश ऐसे ही लोगों से भरा पड़ा है जो झूठ को मिर्च मसाला लगाकर परोसते हैं
बदनामी करने मे इस देश के लोगों ने माता सीता को भी नही बख्शा वह तो साक्षात देवी
लक्ष्मी का रुप थी तो नेहरु क्या चीज है, बदनाम करने वाले तो बदनाम करते रहेंगे,
नेहरु को इससे फर्क नही पड़ता, नेहरु अंतरराष्ट्रीय स्तर पर हमेशा भारत के
श्रेष्ठतम व प्रभावशाली व्यक्तित्व के रुप मे जाने जाएँगे ।"	(OAG,NGEN,NCOM)	346	1	0	289	8	0	NGEN
C1048.120	Eisob b*l gulo ekhn WB er garbo......	(OAG,GEN,NCOM)	8	1	0	0	2	0	GEN
C101.52	"Lion' ga 'Tiger' ga chap manei, maramdi animak sahing chaba sa ngaktani haha
haha. .. sina oibatai BJP na 'CAB' ka 'Law of Assylum' ga manei hairisi."	(CAG,NGEN,NCOM)	26	4	0	0	10	0	NGEN
C579.576	This is known to everyone..	(NAG,NGEN,NCOM)	5	2	0	0	2	0	NGEN
C1040.179	"ভাই এই জারজের ঠিকানাটা দয়া করে ব্যবস্থা করে দিন না হলে অাপনাদেরকে গালি দিতে
দিধাবোদ করবোনা এই ইদুরের বাচ্চা ইদুরকে দেখাচ্ছি কিভাবে কিকরতে হয়।"	(OAG,NGEN,NCOM)	53	1	0	46	0	0	NGEN
1245563737446072321	@sambitswaraj Sir , humlog ispe kharchra karne k liye paise nahi donate kar rahe. Please inlogo p faaltu ka kharcha band kijiye #PMCARES #PMCaresFund #JihadiVirus #jihadi_corona_virus #MuslimVirus  @SureshChavhanke @aajtak @narendramodi	(OAG,NGEN,COM)	20	2	0	0	2	0	NGEN
1245427718822346752	#NizamuddinIdiots #MuslimVirus  There is no respect for the protectors . They must be punished.  Why people are acting so immature?  Where are those secular representative?  Why there is no movement against that?  #heights_Of_foolishness	(OAG,NGEN,COM)	29	6	0	0	5	0	NGEN
facebook_corpus_msr_1805161	Allegation becomes truth once, it has proof. I'm not getting why u missing the simple logic Master.	(NAG,NGEN,NCOM)	17	2	0	0	3	0	NGEN
C24.4565	feminism ke maa ka bhosda	(OAG,GEN,NCOM)	5	1	0	0	0	0	GEN
C579.27	MK Gandhi and Nehru indira - i wish they never existed in india.	(CAG,NGEN,NCOM)	12	1	0	0	2	0	NGEN
C579.579	bilkul bekar tha neharu shi bat hain eska kapada videsh se aata tha	(OAG,NGEN,NCOM)	13	1	0	0	0	0	NGEN
C44.197	এরা ভাই বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে	(NAG,GEN,NCOM)	20	1	0	18	0	0	GEN
C36.385	"Good decision bipin rawat sir....  
Gay will blow the job of male army..."	(NAG,GEN,NCOM)	13	2	0	0	2	0	GEN
C101.221	Thanks u Raj	(CAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C1035.4	Mamta.. Bjp	(NAG,NGEN,NCOM)	2	3	0	0	2	0	NGEN
C101.505	Congress kisu awabani	(NAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
facebook_corpus_msr_1610606	Why did you missed in last 12 years ?	(NAG,NGEN,NCOM)	7	1	1	0	1	0	NGEN
C61.1566	tome hola bal chera tumi nijai jante	(OAG,GEN,NCOM)	7	1	0	0	0	0	GEN
C1039.266.4	Minku Mahato   Kono rajnetir party ke jabab dite rajneti kortei hobe dada nahole apnake police diye dabiye debe. Age hindura paschim bange bachuk tarpar development er Katha bolben. Paschim bango ekhon hinduder astiter larai.	(OAG,NGEN,NCOM)	34	3	0	0	3	0	NGEN
1278696146	rt @theghantaa: #railbudget2015 aba taka 99 nayi pariyojanaom ka ribana kata cuka para puri kevala eka hui| matalaba janata ko vadom ka laॉlipaॉpa thamaya gaya kamg…	(CAG,NGEN,NCOM)	25	1	1	2	3	0	NGEN
C579.564	"Kisi k marne k Baad uski Charitra per ungli nahi uthana chahiye kisi pe ungli
uthane se pahle Apne maa aur baap per bhi ungli uthao tab pata chalega haqiqat"	(OAG,NGEN,NCOM)	30	1	0	0	0	0	NGEN
1278697298	"rt @kumar_ke5hav: ""bjp carom khane citta ho gayi"" aba ye jumala bhi nahim bola sakate|sita ke hisaba se maॉdiphai karo isa jumale ko ""bjp tinom khane citta …"	(CAG,NGEN,NCOM)	28	1	0	1	6	0	NGEN
C95.236	"Yare taningdre ambu oire 2 noi 2gi namadi meitei nupi natro namadubu nungcbga
amta faodrabo saktasa asuk luba Tanja cda kanana ensinlaga khatnrino ......
Eikhoidi keisu khande echin enaoni loina khanli"	(CAG,NGEN,NCOM)	29	2	2	0	1	0	NGEN
C1035.286.1	"Ami giveaway korte parina tai Amar chenel subscribe Kew korena please brodhar
Amar chenel subscribe koro 😭😭😭😭."	(NAG,NGEN,NCOM)	16	1	0	4	1	0	NGEN
C8.4988	madarchodni	(OAG,GEN,NCOM)	1	1	0	0	0	0	GEN
C130.182	Yam nungaitiye..	(NAG,NGEN,NCOM)	2	2	0	0	2	0	NGEN
C1039.129	Joy sree ram	(NAG,NGEN,COM)	3	1	0	0	0	0	NGEN
1250463938912718848	This happens only in India, thanks #Ambedkar &amp; his constitution along with @INCIndia &amp; #MuslimVirus  https://t.co/T84WZ4QtvS	(NAG,NGEN,NCOM)	12	1	0	0	5	0	NGEN
C1035.182	"আববাস একটা 
BJP র দালাল 
এটাই মনে করি"	(OAG,NGEN,NCOM)	12	1	0	7	0	0	NGEN
C1040.255	তার ফাসি চাই	(OAG,NGEN,NCOM)	6	1	0	4	0	0	NGEN
C95.86	"Ei pangal ama oina Bihar dagi hindu nupi ama louduna luhonglaga echa khara
leire hairasi, masida eigi nupisi hindu ni haiduna eigi echasingse Hindu
pangal amuk haiba taribra? Meetei Pangal haibasi sukya yaroidaba wafamni.
Aduga suggestion amana, Muslim haibasina suffix oina haplaga Muslim Pangal
haibasina khwaidagi chanagani."	(CAG,NGEN,COM)	47	3	0	0	5	0	NGEN
1278695924	free hit... mupha़ta me maraॊ #indvssa	(NAG,NGEN,NCOM)	6	1	0	2	1	0	NGEN
C1030.31	Sohos thakle mookh khule video koruk .. Muslim der bodnam kor6e e Muslim noi	(OAG,NGEN,COM)	13	3	0	0	2	0	NGEN
C1048.133	Chhuritake দেখায় কেনো বাংলার জাতীয় লজ্জা	(OAG,GEN,NCOM)	14	1	0	13	0	0	GEN
1278696821	finally achhe din aa gye👏👏👏✌ @sdhawan25 #indvssa #wontgiveitback #cwc15 http://t.co/voytpwlhcz	(NAG,NGEN,NCOM)	5	1	0	4	0	0	NGEN
facebook_corpus_msr_1945433	Thanks Nishant Krishna :)	(NAG,NGEN,NCOM)	3	1	0	0	2	0	NGEN
1278706415	aaand chahe jitna bada ho jaye.. laand ke niche hi rahta hai #indvspak #cwc15 http://t.co/8l3jpz9qz0	(CAG,NGEN,NCOM)	12	3	0	0	2	0	NGEN
C106.33	Pkte	(CAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C36.757.3	"@Random Guy tum apni bhaat karo media ke dallal salo tum fayade ke chakar mein
army ko brabhad karna chate ho gajni ki aulad .British ne there parents ki
ghaand mari thi"	(OAG,GEN,NCOM)	31	2	0	0	1	0	GEN
C108.59	Mayang natradi mawa ka laitra jatla	(OAG,GEN,COM)	6	1	0	0	0	0	GEN
C101.751	Da Raj echanupa oiningige Pele atei yengdrasu 😀😀😀	(NAG,NGEN,NCOM)	7	1	0	3	0	0	NGEN
C1038.128.1	"Bu festivaldır ... ""Ram Navami"""	(NAG,NGEN,NCOM)	4	1	0	0	3	0	NGEN
C95.455.3	Arshad haiba leirik leisu heitba nakhoi na history se ontak-onsin tourone	(CAG,NGEN,NCOM)	11	1	0	0	0	0	NGEN
C1040.369	আমরা কিন্তু বাইরের কোন ক্ষতি করেছি তাহলে তারা আমাদের ক্ষতি চায় কেন।	(NAG,NGEN,NCOM)	26	1	0	23	0	0	NGEN
C55.171	magir fasi chai ..	(OAG,GEN,NCOM)	3	2	0	0	2	0	GEN
C1048.165	Chi chi muslim er kolngko meye	(OAG,GEN,COM)	6	1	0	0	0	0	GEN
1278705604	rt @arun_sp: abhi hama jinda haim ~ msd #indvssa	(NAG,NGEN,NCOM)	6	1	0	0	2	0	NGEN
C10.1244	"Arundhuti Roy's gesturing is of a prostitute,which it means she is really a
prostitute. Does the face of her not look like that of a prostitute, warming
bed with so many new for being sexually molested most frequently of her own
choice? Others also are of the same habits with other male counter parts."	(OAG,GEN,NCOM)	55	3	0	0	5	0	GEN
C108.114	"Nupi oiningdre eikhoid ...nupi noigi wakhl dubu thgtoira cthadoira nupa singna
ngngbsu urga thmoicda nungyjde ngngbam su thok e ..nungckhrba lmdmse thadok
aga mirmda chtlaga naramdm gi afaba keinomtngd twb ngmk uko eche ebema ❤️"	(OAG,GEN,NCOM)	34	2	0	2	2	0	GEN
C61.518	"Jamon ranu tamon reporter...duto e gandu r saytan club er saytan gulo o puro
gandu"	(OAG,GEN,NCOM)	16	1	0	0	1	0	GEN
C101.36	"Bjp gi saksey yongchak thinam dei helley thiba.... Sagon lukhrabi malley bijoy
nang menai nang"	(OAG,NGEN,NCOM)	15	2	0	0	1	0	NGEN
C1035.174	"এতো আগ্রাসী মনোভাব কেন ভাষণে,,,,, এই ধরণের ধ্বংসাত্বক আচরণ শ্রমিকদের বকেয়া
বেতন আদায়ের আন্দোলনেই শুধু মানাই।"	(CAG,NGEN,NCOM)	40	1	0	30	3	0	NGEN
1278686567	kal pyaar wala ka din tha aur aaj war wala din hai. #indvspak #cwc15 #celkoncheers4india @celkonmobile	(CAG,NGEN,NCOM)	12	2	0	0	1	0	NGEN
C10.24.1	@Al Hassan entertainment noi quraan su mi thadok ase adudi	(CAG,NGEN,COM)	9	1	0	0	0	0	NGEN
C10.145	"ebema nang nsksu ym fjei.aduna thok chtpdo khr cheksana chtlu.nthnda thok
chtknu.oak chaba ym leibni lmbida amuk karan tabirkni"	(NAG,NGEN,NCOM)	19	1	0	0	0	0	NGEN
C575.765.1	@Nutan Shirsath k	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
1245705133276704775	@AmitShah @smritiirani @narendramodi हम 130 करोड़ नही सीर्फ 90 करोड़ ही हैं उसमें से भी #Secularism_virus #MuslimVirus और गद्दारो को निकाल लीजिए	(OAG,NGEN,COM)	25	1	2	22	0	0	NGEN
1254615595540254722	@BDUTT Cause the Simple Folks don't know what the F**k is going on-WITH THIS CRAP : #HinduVirus or #MuslimVirus or #GobarVirus or #NamasteVirus or #VuhanLVirus or #VuhanSVirus. THEY JUST WANT FOOD ON THEIR PLATE FOR THEIR FAMILY AND TO SURVIVE THIS EXODUS SOMEHOW !! SCREW THE RICHFOLKS.	(OAG,NGEN,NCOM)	39	3	0	0	6	0	NGEN
C7.2016	Me to liberals : Nikal Lawde pehli fursat mein Nikal...	(OAG,GEN,NCOM)	9	1	0	0	2	0	GEN
1278696831	agara ye sara kama ho gaya ,, to apa homge behatarina rela mamtri | #railbudget2015 #prabhukirail	(NAG,NGEN,NCOM)	12	1	0	0	2	0	NGEN
C7.1201.1	"@Pratiksha Tripathi lagta hai aap usi category ki girl hai jo 2-3 ladko ke
sath sone mai proud fill karti hai isliye apko mirchi lagi carry on lage raho"	(OAG,GEN,NCOM)	27	1	2	0	1	0	GEN
C575.698.1	री खानदानी मुर्दाबाद	(OAG,NGEN,NCOM)	9	1	0	8	0	0	NGEN
C1035.183.2	Vam😂😂🤣	(NAG,NGEN,NCOM)	1	1	0	3	0	0	NGEN
C48.7	ভারতে এত মানুষ চোদাচুদির পাগল .......বৌদি গুলো এক একটা খানকি	(OAG,GEN,NCOM)	21	1	0	16	1	0	GEN
C130.6	Waaa	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C8.3491	"lawdi h tera naam lawdi.. teri dukaan chal padi.. akal se kamzor aur gand se
andhe ye sab cheeje karte h.. are sharm karo.. hypocrisy ki bhi hadd hoti h..
reshma lawdi"	(OAG,GEN,NCOM)	32	9	0	0	8	0	GEN
C130.23	Basically why did she gave herself to this married man?	(CAG,GEN,NCOM)	10	1	0	0	1	0	GEN
C8.6638	randi ki bachhi.	(OAG,GEN,NCOM)	3	1	0	0	1	0	GEN
1278706857	aur isike saath aaj ke mukhya samachaar samapat hue. #indvssa	(NAG,NGEN,NCOM)	9	2	0	0	1	0	NGEN
C36.1051.5	"@ansu sen have ever you used pipe of a rifle as vegina?  
Then why do you have a mindset that they are always horny people"	(NAG,GEN,NCOM)	24	2	0	0	1	0	GEN
